filepath,filename,label,label_idx,is_mixup,source_1,source_2,group_1,group_2,group_id,n_groups,snr_db,noise_kind,variant_idx
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr13dB_pink_v3_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr13dB_pink_v3_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,13,pink,3
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr13dB_white_v12_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr13dB_white_v12_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,13,white,12
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr14dB_pink_v7_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr14dB_pink_v7_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,14,pink,7
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr15dB_pink_v0_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr15dB_pink_v0_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,15,pink,0
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v15_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v15_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,1,pink,15
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v18_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v18_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,1,pink,18
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v21_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr1dB_pink_v21_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,1,pink,21
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr1dB_white_v9_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr1dB_white_v9_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,1,white,9
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr2dB_pink_v6_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr2dB_pink_v6_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,pink,6
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr2dB_white_v25_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr2dB_white_v25_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,white,25
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr3dB_pink_v23_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr3dB_pink_v23_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,3,pink,23
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr3dB_pink_v2_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr3dB_pink_v2_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,3,pink,2
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr4dB_pink_v1_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr4dB_pink_v1_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,4,pink,1
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr4dB_white_v22_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr4dB_white_v22_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,4,white,22
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr5dB_pink_v24_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr5dB_pink_v24_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,5,pink,24
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr5dB_white_v20_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr5dB_white_v20_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,5,white,20
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr6dB_pink_v5_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr6dB_pink_v5_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,6,pink,5
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr8dB_pink_v11_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr8dB_pink_v11_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,8,pink,11
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr8dB_pink_v17_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr8dB_pink_v17_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,8,pink,17
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr9dB_pink_v4_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr9dB_pink_v4_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,9,pink,4
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189219__starvolt__fence-rattle-1-rear_snr9dB_white_v10_spectrogram.png,189219__starvolt__fence-rattle-1-rear_snr9dB_white_v10_spectrogram.png,chain_link_climbing,0,False,189219__starvolt__fence-rattle-1-rear,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,9,white,10
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr0dB_pink_v16_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr0dB_pink_v16_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,0,pink,16
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr12dB_pink_v14_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr12dB_pink_v14_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,12,pink,14
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr12dB_pink_v2_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr12dB_pink_v2_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,12,pink,2
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr12dB_pink_v8_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr12dB_pink_v8_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,12,pink,8
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr12dB_white_v23_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr12dB_white_v23_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,12,white,23
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr12dB_white_v9_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr12dB_white_v9_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,12,white,9
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr13dB_white_v10_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr13dB_white_v10_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,13,white,10
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr14dB_pink_v5_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr14dB_pink_v5_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,14,pink,5
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr1dB_white_v22_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr1dB_white_v22_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,1,white,22
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr2dB_pink_v3_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr2dB_pink_v3_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,pink,3
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr2dB_white_v13_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr2dB_white_v13_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,white,13
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr2dB_white_v15_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr2dB_white_v15_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,white,15
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr2dB_white_v21_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr2dB_white_v21_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,white,21
C:\Users\Cengiz\Desktop\inosens-internship\dataset\synthetic_dataset\chain_link_climbing\189220__starvolt__fence-rattle-1-front_snr2dB_white_v24_spectrogram.png,189220__starvolt__fence-rattle-1-front_snr2dB_white_v24_spectrogram.png,chain_link_climbing,0,False,189220__starvolt__fence-rattle-1-front,,starvolt__fence-rattle-1,,starvolt__fence-rattle-1,1,2,white,24
